Water Control Zone,Station,Dates,Sample No,Depth,Volatile Suspended Solids mg_L,Unionised Ammonia mg_L,Turbidity NTU,Total Phosphorus mg_L,Total Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Inorganic Nitrogen mg_L,Temperature C,Suspended Solids mg_L,Silica mg_L,Secchi Disc Depth M,Salinity psu,Phaeo-pigments ug_L,pH,Orthophosphate Phosphorus mg_L,Nitrite Nitrogen mg_L,Nitrate Nitrogen mg_L,Faecal Coliforms cfu_100mL,E. coli cfu_100mL,Dissolved Oxygen mg_L,Dissolved Oxygen per_saturation,Chlorophyll-a ug_L,Ammonia Nitrogen mg_L,5-day Biochemical Oxygen Demand mg_L
Victoria Harbour,VM7,2015-05-13,1,Surface Water,1,0.017,3.7,0.06,1.01,0.7,0.65,25.7,2.4,0.56,3.0,29.5,2.5,8.0,0.013,0.041,0.27,950,360,6.1,88.0,4.4,0.34,1.9
Victoria Harbour,VM7,2015-06-11,1,Surface Water,1.5,0.003,2.5,0.04,0.81,0.29,0.6,27.1,3,1.5,2.6,26.0,1.1,7.9,0.005,0.042,0.48,1000,300,6.6,96.0,15,0.073,1.3
Victoria Harbour,VM7,2015-07-16,1,Surface Water,0.9,0.015,3.4,0.05,0.62,0.42,0.42,27.6,2.2,1.1,3.5,30.3,2.5,8.1,0.026,0.032,0.17,880,280,5.1,77.0,5,0.22,1.2
Victoria Harbour,VM7,2015-08-06,1,Surface Water,1.1,0.003,2.9,0.07,0.68,0.32,0.46,26.4,2.3,1.6,3.5,29.2,4.2,7.8,0.013,0.05,0.31,3000,1600,6.0,88.0,10,0.096,1.4
Victoria Harbour,VM7,2015-09-02,1,Surface Water,1.1,0.006,4.6,0.07,1.03,0.84,0.45,25.3,3.7,1.7,2.5,31.5,0.6,7.7,0.037,0.029,0.16,1100,890,4.2,61.0,0.5,0.26,0.5
Victoria Harbour,VM7,2015-10-02,1,Surface Water,1.7,0.005,8.5,0.04,0.77,0.47,0.48,28.8,11,2,1.5,30.7,1.9,7.7,0.035,0.11,0.19,1400,710,4.3,66.0,1,0.18,0.5
Victoria Harbour,VM7,2015-11-04,1,Surface Water,<0.5,0.004,5.7,0.07,0.67,0.58,0.25,26.4,4.2,0.39,2.5,32.5,1.1,7.8,0.02,0.017,0.068,240,120,5.6,84.0,2.2,0.16,1.2
Victoria Harbour,VM7,2015-12-03,1,Surface Water,3.6,0.003,5.1,0.09,0.53,0.34,0.4,24.1,24,1.2,2.5,32.0,<0.2,7.6,0.034,0.047,0.14,4600,1800,4.4,63.0,1.1,0.21,0.7
Victoria Harbour,VM7,2016-01-06,1,Surface Water,0.8,0.003,7.6,0.07,0.86,0.64,0.64,20.5,1.4,1.2,4.0,31.4,1.4,7.4,0.04,0.029,0.19,430,140,6.1,81.0,1.6,0.42,1.2
Victoria Harbour,VM7,2016-02-11,1,Surface Water,0.7,0.002,20.1,0.05,0.6,0.42,0.45,15.9,3.8,1,3.5,30.9,0.5,7.5,0.017,0.023,0.16,3100,1800,7.0,86.0,1.1,0.27,1.3
Victoria Harbour,VM7,2016-03-10,1,Surface Water,1.2,0.006,1.6,0.05,0.71,0.57,0.3,17.5,1.9,0.74,2.6,30.2,3,8.2,0.004,0.01,0.13,1800,730,7.6,95.0,7.9,0.16,1.9
Victoria Harbour,VM7,2016-04-08,1,Surface Water,0.6,0.004,1.5,0.06,0.95,0.79,0.29,19.4,2.4,0.85,3.0,30.0,<0.2,8.0,0.005,0.014,0.15,54,44,7.7,99.0,0.4,0.13,0.6
Victoria Harbour,VM7,2016-05-05,1,Surface Water,1.5,0.014,2.1,0.1,0.79,0.57,0.63,23.8,3.9,1.6,2.0,29.5,<0.2,7.9,0.054,0.021,0.2,240,80,4.9,68.0,0.7,0.41,1.6
Victoria Harbour,VM7,2016-06-06,1,Surface Water,1.6,0.007,1.3,0.16,0.49,0.25,0.38,26.6,8,0.58,4.0,28.7,2.9,8.0,0.01,0.044,0.2,36000,12000,4.7,68.0,8.9,0.14,1
Victoria Harbour,VM7,2016-07-06,1,Surface Water,1.7,0.002,1.4,0.05,0.67,0.22,0.58,26.6,3.1,1.9,2.5,23.7,1.1,7.5,0.021,0.024,0.43,340,210,4.9,69.0,10,0.13,2.2
Victoria Harbour,VM7,2016-08-04,1,Surface Water,1,0.008,14.9,0.06,0.83,0.62,0.51,24.8,3,1.7,3.0,30.3,0.8,7.8,0.034,0.027,0.18,900,500,5.1,73.0,1.1,0.3,1.4
Victoria Harbour,VM7,2016-09-05,1,Surface Water,0.6,0.003,17.3,0.13,0.88,0.61,0.45,27.1,3.2,2.1,3.0,30.4,<0.2,7.5,0.042,0.046,0.22,2100,900,6.0,89.0,1.1,0.18,0.4
Victoria Harbour,VM7,2016-10-03,1,Surface Water,1.1,0.007,21.4,0.05,0.52,0.39,0.35,28.2,7,2.1,2.6,31.3,<0.2,7.8,0.032,0.033,0.092,3000,590,5.2,80.0,3.9,0.22,0.1
Victoria Harbour,VM7,2016-11-03,1,Surface Water,1.2,0.003,5.0,0.05,0.42,0.25,0.26,26.3,5.8,0.65,2.5,31.1,1.5,7.9,0.025,0.026,0.14,990,330,5.6,82.0,1.7,0.091,0.6
Victoria Harbour,VM7,2016-12-01,1,Surface Water,0.7,0.003,4.9,0.03,0.46,0.28,0.26,23.0,3.5,1.2,2.5,30.9,0.3,8.0,0.02,0.053,0.13,330,230,5.7,80.0,0.9,0.076,0.4
Victoria Harbour,VM7,2017-01-05,1,Surface Water,1.2,0.011,19.5,0.05,1.11,0.98,0.41,20.3,4.8,0.37,3.0,30.3,<0.2,8.1,0.014,0.013,0.12,2100,860,6.3,83.0,2.4,0.28,1.2
Victoria Harbour,VM7,2017-02-02,1,Surface Water,0.9,0.001,7.9,0.04,0.52,0.34,0.31,18.7,4.9,1.2,3.0,30.9,<0.2,7.2,0.013,0.027,0.15,580,200,5.9,76.0,0.8,0.13,0.5
Victoria Harbour,VM7,2017-03-03,1,Surface Water,0.7,0.002,4.4,0.04,0.69,0.51,0.34,17.5,3.8,1.1,2.5,31.4,<0.2,7.6,0.019,0.017,0.16,96,63,6.6,83.0,1.1,0.16,0.5
Victoria Harbour,VM7,2017-04-06,1,Surface Water,2,0.006,0.7,0.07,0.53,0.39,0.35,20.5,9.9,0.84,2.6,31.9,<0.2,8.0,0.014,0.012,0.13,120,40,7.1,95.0,2.5,0.21,0.7
Victoria Harbour,VM7,2017-05-05,1,Surface Water,0.6,0.009,5.3,0.05,0.82,0.58,0.55,24.6,1.2,1.3,5.0,30.2,0.3,7.8,0.019,0.021,0.22,1000,400,5.7,81.0,0.5,0.31,0.7
Victoria Harbour,VM7,2017-06-05,1,Surface Water,2.3,0.014,36.2,0.05,0.79,0.35,0.66,28.1,4,0.39,2.0,27.1,4.5,8.1,0.007,0.031,0.41,1700,770,4.0,60.0,29,0.22,3.2
Victoria Harbour,VM7,2017-07-03,1,Surface Water,1.4,0.004,1.2,0.07,1.28,0.57,0.79,27.3,1.6,3.3,2.1,21.8,3.7,8.0,0.011,0.06,0.65,46,17,6.6,94.0,13,0.082,2
Victoria Harbour,VM7,2017-08-09,1,Surface Water,1.2,0.003,1.4,0.11,0.68,0.22,0.52,27.8,2.9,2.6,3.0,27.0,0.6,8.0,0.02,0.079,0.38,630,220,4.8,71.0,8.9,0.06,0.9
Victoria Harbour,VM7,2017-09-01,1,Surface Water,0.9,0.01,1.7,0.09,1.08,0.78,0.75,27.3,2.2,2,2.0,29.2,2.2,7.6,0.04,0.073,0.23,760,600,3.7,55.0,6.1,0.45,1.3
Victoria Harbour,VM7,2017-10-09,1,Surface Water,1,0.006,5.5,0.04,0.56,0.42,0.28,29.4,5.4,1.6,2.0,31.0,0.4,7.9,0.031,0.03,0.11,870,390,4.5,71.0,1,0.14,1
Victoria Harbour,VM7,2017-11-02,1,Surface Water,1.2,0.006,9.0,0.05,0.78,0.67,0.28,25.7,5.3,0.82,2.5,32.6,2,7.9,0.018,0.028,0.08,44000,13000,5.4,80.0,5.9,0.17,1.1
Victoria Harbour,VM7,2017-12-01,1,Surface Water,0.6,0.002,2.7,0.05,0.71,0.52,0.3,22.8,4.2,1.2,2.0,32.7,0.5,7.8,0.039,0.029,0.16,1800,1000,5.9,82.0,0.7,0.11,0.2
Victoria Harbour,VM7,2018-01-08,1,Surface Water,0.7,0.007,7.2,0.05,0.55,0.32,0.38,18.2,3.6,1.3,3.0,31.9,0.3,8.2,0.038,0.013,0.22,1800,1200,6.1,79.0,1,0.15,0.2
Victoria Harbour,VM7,2018-02-02,1,Surface Water,0.8,0.001,3.0,0.03,0.76,0.66,0.21,16.1,4.4,0.65,2.5,32.3,0.9,7.6,0.006,0.01,0.085,2200,800,7.1,88.0,1.5,0.11,0.7
Victoria Harbour,VM7,2018-03-15,1,Surface Water,1.2,0.006,1.6,0.05,0.57,0.42,0.39,18.3,4.2,0.7,3.5,31.9,0.8,7.9,0.034,0.016,0.13,4600,2700,6.1,78.0,0.9,0.24,0.7
Victoria Harbour,VM7,2018-04-06,1,Surface Water,1.6,0.007,1.9,0.05,0.78,0.59,0.44,22.7,7.1,0.97,2.8,31.8,0.4,7.8,0.037,0.008,0.18,140,64,5.2,72.0,0.7,0.25,0.7
Victoria Harbour,VM7,2018-05-03,1,Surface Water,1,0.012,3.3,0.04,0.59,0.4,0.41,25.3,3.7,0.4,2.5,31.6,0.8,8.1,0.029,0.007,0.18,3300,1700,5.7,83.0,8.2,0.22,1.1
Victoria Harbour,VM7,2018-06-01,1,Surface Water,0.9,0.008,2.4,0.03,0.9,0.64,0.44,28.1,1.9,0.81,3.5,30.0,0.8,7.9,0.014,0.026,0.23,5600,2300,4.8,73.0,4.3,0.18,1.1
Victoria Harbour,VM7,2018-07-05,1,Surface Water,2,0.005,2.2,0.04,0.91,0.35,0.66,27.9,10,0.71,3.0,26.5,5.5,8.0,0.019,0.078,0.48,37000,12000,5.4,80.0,12,0.099,1
Victoria Harbour,VM7,2018-08-08,1,Surface Water,3.1,0.006,3.8,0.02,0.58,0.29,0.37,28.6,11,0.58,2.5,28.0,3.5,8.1,0.006,0.058,0.23,3500,1500,6.0,90.0,23,0.083,1.8
Victoria Harbour,VM7,2018-09-03,1,Surface Water,0.7,0.006,19.1,0.05,0.84,0.36,0.66,26.6,2.2,2.9,2.4,27.6,0.6,7.8,0.042,0.12,0.36,5300,3200,6.2,91.0,0.7,0.18,0.6
Victoria Harbour,VM7,2018-10-04,1,Surface Water,2.9,0.015,3.5,0.05,0.61,0.33,0.53,27.6,13,1.5,2.0,30.4,0.4,8.1,0.04,0.063,0.22,12000,4000,4.8,72.0,0.5,0.25,0.8
Victoria Harbour,VM7,2018-11-02,1,Surface Water,1.5,0.002,2.7,0.03,0.32,0.24,0.14,25.2,5.8,0.32,2.0,32.6,4.1,7.9,0.012,0.018,0.06,130,78,5.9,86.0,6.2,0.058,1
Victoria Harbour,VM7,2018-12-28,1,Surface Water,2.4,0.005,3.2,0.04,0.41,0.29,0.28,21.2,11,0.78,2.0,33.0,0.4,8.0,0.031,0.024,0.097,,110,5.4,74.0,1,0.16,<2
Victoria Harbour,VM7,2019-01-02,1,Surface Water,0.9,0.003,2.7,0.04,0.48,0.38,0.19,19.4,5.1,0.85,3.0,33.2,1.1,8.0,0.025,0.023,0.08,2100,1300,6.1,81.0,0.6,0.084,0.5
Victoria Harbour,VM7,2019-02-13,1,Surface Water,2.3,0.007,0.9,0.05,1.03,0.9,0.39,19.5,6.8,0.39,2.8,31.5,1.5,8.0,0.025,0.009,0.12,570,270,6.3,82.0,2.9,0.26,1.1
Victoria Harbour,VM7,2019-03-01,1,Surface Water,0.9,0.004,0.6,0.04,0.72,0.63,0.2,20.2,2.7,0.3,3.2,32.1,1.7,8.1,0.018,0.012,0.078,280,110,7.4,98.0,11,0.11,0.9
Victoria Harbour,VM7,2019-04-11,1,Surface Water,2.9,0.006,0.5,0.04,0.6,0.32,0.44,24.4,9.6,0.67,4.5,30.4,<0.2,7.9,0.015,0.015,0.26,240,92,5.6,80.0,5.1,0.16,1.3
Victoria Harbour,VM7,2019-05-10,1,Surface Water,1.3,0.003,3.2,0.03,0.49,0.33,0.3,23.9,4.9,0.77,2.7,31.6,0.3,7.7,0.022,0.014,0.15,2500,700,5.8,83.0,0.3,0.14,0.3
Victoria Harbour,VM7,2019-06-03,1,Surface Water,1.6,0.004,1.9,0.05,0.86,0.48,0.55,26.5,5.4,1.9,3.0,26.6,0.4,7.6,0.026,0.039,0.34,1500,940,5.3,76.0,2,0.17,0.7
Victoria Harbour,VM7,2019-07-25,1,Surface Water,4.2,0.008,13.1,0.04,0.63,0.44,0.24,28.5,6.3,0.22,1.9,25.7,9.7,8.5,0.005,0.019,0.17,480,100,9.7,144.0,38,0.05,3.8
Victoria Harbour,VM7,2019-08-08,1,Surface Water,0.8,0.011,11.6,0.06,0.76,0.49,0.52,28.1,3,1.9,2.5,28.4,0.5,7.9,0.028,0.07,0.2,790,420,4.6,69.0,2.4,0.25,0.8
Victoria Harbour,VM7,2019-09-12,1,Surface Water,1.8,0.02,4.3,0.05,1.97,1.8,0.39,29.2,7.8,1.2,2.5,29.3,3.6,8.2,0.015,0.03,0.14,380,80,6.6,101.0,9.2,0.22,1.1
Victoria Harbour,VM7,2019-10-03,1,Surface Water,1.5,0.008,5.0,0.05,1.29,1,0.52,29.5,7.8,1.9,1.9,31.2,1.2,7.8,0.026,0.044,0.25,8800,3600,4.8,75.0,0.8,0.23,0.8
Victoria Harbour,VM7,2019-11-21,1,Surface Water,1.8,0.008,5.6,0.04,0.49,0.45,0.22,24.8,7.6,0.45,2.8,33.1,0.5,8.0,0.008,0.008,0.029,160,96,6.1,89.0,3.2,0.18,0.9
Victoria Harbour,VM7,2019-12-02,1,Surface Water,1.5,0.011,19.2,0.06,0.77,0.68,0.31,23.5,7.3,0.8,2.4,33.1,<0.2,8.1,0.027,0.013,0.073,8700,3600,6.5,93.0,2.2,0.22,0.3
Victoria Harbour,VM7,2020-01-02,1,Surface Water,0.6,0.005,2.6,0.09,1.13,0.94,0.35,19.6,4.3,1.4,2.5,32.1,0.8,8.0,0.035,0.017,0.17,7300,2800,5.7,75.0,0.3,0.16,0.4
Victoria Harbour,VM7,2020-03-11,1,Surface Water,0.9,<0.001,2.7,0.06,0.68,0.58,0.3,19.8,4.9,0.99,2.0,32.1,1.4,7.2,0.026,0.01,0.093,5400,3500,6.1,81.0,1.8,0.2,1.2
Victoria Harbour,VM7,2020-05-13,1,Surface Water,2.7,0.005,1.7,0.03,0.65,0.46,0.36,25.3,12,0.99,2.0,30.9,1.6,7.8,0.006,0.013,0.18,880,220,6.1,89.0,2.8,0.17,1
Victoria Harbour,VM7,2020-06-08,1,Surface Water,1.3,0.002,2.1,0.03,0.85,0.25,0.67,26.8,6.3,3.5,1.8,24.5,1,7.7,0.01,0.11,0.49,1000,300,5.1,73.0,0.3,0.074,0.6
Victoria Harbour,VM7,2020-07-17,1,Surface Water,2,0.004,2.3,0.06,0.64,0.23,0.45,27.9,4,1.4,2.4,24.2,3.4,8.3,0.007,0.037,0.37,130,100,7.1,104.0,19,0.04,2.6
Victoria Harbour,VM7,2020-09-09,1,Surface Water,1,0.007,3.2,0.08,0.96,0.8,0.38,27.0,4.1,1.5,2.8,31.1,<0.2,7.8,0.032,0.037,0.12,6000,680,6.8,101.0,2.1,0.22,1.1
Victoria Harbour,VM7,2020-10-05,1,Surface Water,0.9,0.012,3.9,0.09,1.37,1.2,0.41,29.1,3,1.1,2.6,30.0,0.9,7.9,0.028,0.026,0.14,2800,900,4.7,73.0,1.3,0.24,0.9
Victoria Harbour,VM7,2020-11-04,1,Surface Water,0.7,0.003,4.2,0.04,0.6,0.47,0.24,24.7,2.7,0.98,2.7,33.0,1.5,7.8,0.024,0.032,0.1,3700,2000,5.5,79.0,2.7,0.11,0.7
Victoria Harbour,VM7,2020-12-03,1,Surface Water,1.8,0.002,4.0,0.06,0.84,0.67,0.27,22.6,12,0.36,2.6,31.8,1.2,7.8,0.022,0.018,0.15,4900,2100,5.9,82.0,4,0.1,0.7
Victoria Harbour,VM7,2021-02-24,1,Surface Water,0.7,0.005,4.5,0.11,0.74,0.65,0.41,20.0,2,0.61,2.7,32.0,0.9,7.7,0.031,0.016,0.072,1300,330,4.8,64.0,0.4,0.32,1.1
Victoria Harbour,VM7,2021-03-03,1,Surface Water,0.9,0.004,4.6,0.08,1.59,1.5,0.35,19.9,4.1,0.65,2.8,32.1,<0.2,7.7,0.028,0.013,0.073,9700,4700,4.6,60.0,0.5,0.26,0.7
Victoria Harbour,VM7,2021-04-12,1,Surface Water,0.8,0.006,4.6,0.08,1.48,1.4,0.56,24.2,3.1,0.67,2.1,32.3,<0.2,7.5,0.03,0.005,0.072,70,33,4.4,63.0,2,0.48,1.5
Victoria Harbour,VM7,2021-05-03,1,Surface Water,<0.5,0.002,6.1,0.05,1.21,1.1,0.28,24.7,2,0.56,2.3,32.7,0.6,7.4,0.025,0.012,0.095,520,240,4.6,66.0,1,0.17,0.5
Victoria Harbour,VM7,2021-06-17,1,Surface Water,0.5,0.003,10.2,,,,0.49,28.8,1.3,2,2.2,27.3,0.3,7.5,0.025,0.071,0.28,120,45,5.1,74.0,1,0.14,0.2
Victoria Harbour,VM7,2021-07-02,1,Surface Water,0.6,<0.001,4.8,,,,0.54,27.4,1.7,2,2.2,27.2,5,7.3,0.016,0.13,0.36,180,90,4.9,73.0,7.2,0.048,1.1
Victoria Harbour,VM7,2021-08-12,1,Surface Water,1.9,0.001,4.5,,,,0.33,26.6,4.7,0.77,2.2,31.1,<0.2,7.2,0.007,0.05,0.15,580,130,4.9,72.0,6.1,0.13,1
Victoria Harbour,VM7,2021-09-10,1,Surface Water,1.1,0.002,5.0,,,,0.64,27.4,3.9,1.3,2.0,31.3,0.9,7.2,0.032,0.033,0.38,2200,450,5.5,74.0,2.2,0.23,1.2
Victoria Harbour,VM7,2021-10-23,1,Surface Water,1.4,0.004,49.0,,,,0.26,26.0,7.4,1.4,2.1,32.7,0.2,7.9,0.008,0.064,0.087,2700,1100,4.5,67.0,0.9,0.11,0.1
Victoria Harbour,VM7,2021-11-10,1,Surface Water,0.8,0.003,23.3,0.08,0.6,0.44,0.33,25.5,4.3,0.87,2.9,32.8,0.6,7.6,0.01,0.05,0.11,7700,2400,5.8,86.0,3.8,0.17,2.2
Victoria Harbour,VM7,2021-12-23,1,Surface Water,0.7,0.002,11.3,0.04,1.01,0.89,0.28,20.5,5.4,0.98,2.3,33.4,<0.2,7.6,0.024,0.03,0.085,8900,5100,6.4,86.0,0.5,0.16,0.6
Victoria Harbour,VM7,2022-01-06,1,Surface Water,0.8,0.003,7.6,0.05,1.15,1,0.42,20.3,4.8,0.78,1.7,33.4,0.3,7.5,0.031,0.038,0.11,55000,41000,5.0,68.0,0.8,0.27,0.6
Victoria Harbour,VM7,2022-02-04,1,Surface Water,1,<0.001,16.8,0.04,0.96,0.85,0.26,17.7,4.8,0.76,2.4,32.8,0.4,7.4,0.023,0.014,0.094,7300,5100,6.8,86.0,0.4,0.15,0.4
Victoria Harbour,VM7,2022-03-25,1,Surface Water,0.5,0.001,4.0,0.03,0.53,0.5,0.14,19.9,3.5,0.5,3.0,31.7,<0.2,7.6,0.004,0.01,0.017,950,470,5.9,78.0,0.4,0.11,0.8
Victoria Harbour,VM7,2022-04-20,1,Surface Water,<0.5,0.012,7.4,0.05,0.6,0.52,0.3,22.2,3.8,0.6,2.0,31.9,<0.2,8.2,0.003,0.009,0.071,9500,4500,4.9,68.0,0.5,0.22,0.1
Victoria Harbour,VM7,2022-05-06,1,Surface Water,1,0.006,6.8,0.04,0.56,0.45,0.24,24.8,3.4,0.3,1.9,32.1,0.8,8.0,<0.002,0.01,0.1,8,2,5.6,81.0,5.7,0.13,1.1
Victoria Harbour,VM7,2022-06-06,1,Surface Water,2,0.002,13.5,0.04,0.68,0.18,0.54,27.8,6.1,1,2.9,23.6,3.8,8.1,<0.002,0.013,0.49,2800,1100,7.6,110.0,26,0.035,1.5
Victoria Harbour,VM7,2022-07-29,1,Surface Water,2.4,0.005,8.0,0.04,0.62,0.38,0.3,28.8,4.6,0.98,2.3,27.0,4.4,8.2,<0.002,0.012,0.23,5000,2600,6.3,94.0,23,0.057,3.1
Victoria Harbour,VM7,2022-08-03,1,Surface Water,1,0.005,8.2,0.04,0.63,0.38,0.39,27.4,2.4,1.5,2.4,29.4,5.5,7.8,0.011,0.026,0.22,2900,900,6.8,101.0,16,0.14,3
Victoria Harbour,VM7,2022-09-09,1,Surface Water,1.4,0.004,44.5,0.12,0.75,0.58,0.64,28.3,5,1,1.7,30.9,1.1,7.2,0.027,0.027,0.14,5200,800,5.8,88.0,2.1,0.47,1.4
Victoria Harbour,VM7,2022-10-12,1,Surface Water,0.6,0.006,4.1,0.06,0.48,0.37,0.23,28.0,2.8,0.91,1.9,32.3,0.6,8.0,0.016,0.021,0.084,4100,1200,4.3,65.0,2.3,0.12,0.4
Victoria Harbour,VM7,2022-11-10,1,Surface Water,1.4,<0.001,42.0,0.11,0.86,0.66,0.32,23.6,4.2,1.7,1.9,33.0,<0.2,7.2,0.021,0.027,0.17,680,440,4.4,63.0,0.9,0.12,0.7
Victoria Harbour,VM7,2022-12-09,1,Surface Water,1.4,0.002,10.4,0.08,0.71,0.64,0.24,22.7,8.1,0.56,2.0,32.7,0.3,7.5,<0.002,0.01,0.062,6800,4400,6.3,88.0,0.8,0.17,0.7
Victoria Harbour,VM8,2015-01-07,1,Surface Water,0.7,0.005,8.4,0.04,0.65,0.54,0.36,18.1,2.3,0.16,3.5,31.7,0.4,7.8,0.013,0.013,0.093,12000,7800,6.9,89.0,7.9,0.25,1
Victoria Harbour,VM8,2015-02-05,1,Surface Water,<0.5,0.002,2.7,0.03,0.53,0.39,0.3,17.0,2.3,0.58,3.1,31.6,<0.2,7.7,0.022,0.013,0.13,1100,630,6.9,87.0,3.4,0.16,0.9
Victoria Harbour,VM8,2015-03-20,1,Surface Water,0.7,0.004,1.8,0.03,0.69,0.44,0.44,20.0,3.1,0.89,3.0,31.3,<0.2,7.8,0.023,0.021,0.23,94,43,6.2,82.0,0.9,0.19,0.6
Victoria Harbour,VM8,2015-04-17,1,Surface Water,0.6,0.002,1.7,0.04,0.38,0.21,0.27,22.6,1.8,0.56,3.4,32.3,<0.2,7.8,0.005,0.019,0.15,20,9,6.4,90.0,1.5,0.1,0.7
Victoria Harbour,VM8,2015-05-13,1,Surface Water,0.8,0.011,3.5,0.04,0.84,0.48,0.58,25.5,1.9,0.71,2.5,29.1,2.4,8.1,0.005,0.047,0.31,140,59,6.1,87.0,3.5,0.22,1.3
Victoria Harbour,VM8,2015-06-11,1,Surface Water,1.6,0.002,7.2,0.05,0.91,0.25,0.7,27.7,2.5,2.7,3.4,24.9,1.3,7.9,0.009,0.045,0.61,16,3,6.3,92.0,6.2,0.045,1
Victoria Harbour,VM8,2015-07-16,1,Surface Water,0.6,0.007,3.8,0.05,0.47,0.22,0.35,27.5,1.9,1.6,3.0,29.8,1.2,8.2,0.021,0.036,0.21,20,8,5.3,80.0,1.5,0.1,0.6
Victoria Harbour,VM8,2015-08-06,1,Surface Water,1.2,0.002,3.1,0.08,0.65,0.29,0.42,26.2,2.8,1.9,3.0,29.5,3.4,7.8,0.009,0.051,0.31,100,72,5.8,85.0,11,0.054,1.3
Victoria Harbour,VM8,2015-09-02,1,Surface Water,2.7,0.006,4.7,0.08,0.89,0.68,0.43,25.2,13,1.8,3.0,31.1,<0.2,7.8,0.035,0.031,0.18,1200,630,4.3,62.0,1.1,0.22,0.5
Victoria Harbour,VM8,2015-10-02,1,Surface Water,0.8,0.002,6.2,0.03,0.56,0.25,0.36,28.8,4.8,1.9,1.4,30.5,0.6,7.8,0.025,0.12,0.19,87,41,4.8,73.0,1.4,0.047,0.4
Victoria Harbour,VM8,2015-11-04,1,Surface Water,<0.5,0.003,4.6,0.06,0.98,0.89,0.19,26.4,3,0.38,3.0,32.3,0.2,7.8,0.016,0.02,0.07,14,3,5.8,87.0,2.2,0.1,1.1
Victoria Harbour,VM8,2015-12-03,1,Surface Water,1.8,0.002,5.2,0.04,0.49,0.33,0.27,23.9,13,1.1,2.5,32.0,0.3,7.7,0.023,0.052,0.11,1700,970,4.5,64.0,1.2,0.11,0.7
Victoria Harbour,VM8,2016-01-06,1,Surface Water,0.6,0.004,3.9,0.06,0.86,0.65,0.6,20.2,2,1.2,4.0,31.4,0.4,7.5,0.038,0.03,0.18,1200,940,6.2,83.0,1.3,0.39,1.1
Victoria Harbour,VM8,2016-02-11,1,Surface Water,1,0.001,5.3,0.03,0.53,0.34,0.33,15.9,6.6,1.1,3.0,30.7,0.7,7.6,0.009,0.023,0.17,200,160,6.6,81.0,0.9,0.14,0.9
Victoria Harbour,VM8,2016-03-10,1,Surface Water,1.8,0.006,1.9,0.04,0.53,0.41,0.26,17.4,3.2,0.74,2.1,30.4,2.7,8.2,0.004,0.008,0.11,510,270,8.4,105.0,19,0.14,2.9
Victoria Harbour,VM8,2016-04-08,1,Surface Water,1,0.004,1.6,0.07,0.96,0.77,0.34,19.2,2.6,0.94,2.0,29.8,0.5,7.9,0.005,0.018,0.17,100,65,7.6,98.0,2,0.15,1.1
Victoria Harbour,VM8,2016-05-05,1,Surface Water,0.7,0.007,1.4,0.21,0.62,0.32,0.49,23.7,2.2,1.9,2.0,28.8,<0.2,8.0,0.04,0.026,0.27,22,4,5.4,75.0,0.5,0.19,0.9
Victoria Harbour,VM8,2016-06-06,1,Surface Water,1.8,0.004,0.9,0.13,0.58,0.24,0.42,26.8,8.2,1.2,3.0,26.9,2.1,8.0,0.011,0.056,0.28,130,40,5.2,75.0,8,0.082,0.9
Victoria Harbour,VM8,2016-07-06,1,Surface Water,0.9,0.001,1.3,0.03,0.62,0.14,0.56,26.9,2.3,2.3,2.5,22.1,2.8,7.5,0.018,0.024,0.46,23,6,5.5,78.0,12,0.073,1.9
Victoria Harbour,VM8,2016-08-04,1,Surface Water,0.6,0.004,4.6,0.04,0.71,0.48,0.38,24.6,1.9,1.8,3.0,30.7,0.5,7.8,0.025,0.028,0.2,600,90,4.8,69.0,1.5,0.15,0.9
Victoria Harbour,VM8,2016-09-05,1,Surface Water,0.7,0.002,3.5,0.2,0.67,0.35,0.41,27.3,3.2,2.1,2.5,29.4,0.6,7.6,0.03,0.067,0.25,140,36,5.5,82.0,1.1,0.09,0.4
Victoria Harbour,VM8,2016-10-03,1,Surface Water,0.8,0.006,11.1,0.04,0.65,0.53,0.29,28.2,5.2,2,3.1,31.4,2.8,7.8,0.026,0.035,0.081,930,310,5.5,84.0,0.5,0.17,<0.1
Victoria Harbour,VM8,2016-11-03,1,Surface Water,1.2,0.006,5.8,0.04,0.79,0.64,0.31,26.4,5.5,0.68,2.5,31.1,1.9,7.9,0.024,0.027,0.12,600,130,5.4,79.0,2.1,0.16,0.8
Victoria Harbour,VM8,2016-12-01,1,Surface Water,1,0.004,6.5,0.03,0.61,0.46,0.25,23.1,4.7,1.1,2.5,31.1,1,8.0,0.017,0.041,0.11,370,170,5.9,82.0,1.1,0.1,0.4
Victoria Harbour,VM8,2017-01-05,1,Surface Water,0.9,0.015,1.6,0.06,0.93,0.83,0.48,20.4,2.7,0.34,3.0,30.2,<0.2,8.1,0.027,0.011,0.092,1200,800,6.5,86.0,2.8,0.38,1.2
Victoria Harbour,VM8,2017-02-02,1,Surface Water,1.2,0.001,8.0,0.05,0.74,0.57,0.43,18.9,6.4,1.1,3.0,30.6,0.4,7.1,0.018,0.026,0.14,1000,300,6.4,83.0,0.6,0.26,0.8
